id,title,overview,genres,vote_average,vote_count,popularity,poster_path
87,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.","12,28",7.296,9515,8.7424,/t7Pv44sBcxhc47kNNDDafNAgr7Y.jpg
341174,Fifty Shades Darker,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.","18,10749",6.486,7726,10.0134,/w3qa274gvca9t8pkUoG8nfQgTU3.jpg
587727,Busty Girlfriend,"Mincheol and Suhee go to greet Minchul father (grandmother) before marriage. Dae - sik welcomes her daughter - in - law, Su - hee. But before marriage, Minchol and Suhee are separated by the difference in personality. Soon-hee, who was only preparing for marriage, is soon to live.",10749,7.3,32,10.7553,/f6PfAXtFEkJRcBtOjbzOgz8qqSK.jpg
801335,Girl in the Basement,"Sara is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles, Don imprisons her in the basement of their home.","53,80,10770",7.6,748,9.874,/qmddUxRwbsxHa7oEXm4PWh1KZe8.jpg
180299,The Raid 2,"After fighting his way through an apartment building populated by an army of dangerous criminals and escaping with his life, SWAT team member Rama goes undercover, joining a powerful Indonesian crime syndicate to protect his family and uncover corrupt members of his own force.","28,80,53",7.602,2393,9.5533,/olA39iaXISiKEkACdELgr0ZRvIF.jpg
10545,The Hunchback of Notre Dame,"Isolated bell-ringer Quasimodo wishes to leave Notre Dame tower against the wishes of Judge Claude Frollo, his stern guardian and Paris' strait-laced Minister of Justice. His first venture to the outside world finds him Esmeralda, a kind-hearted and fearless Romani woman who openly stands up to Frollo's tyranny.","18,16,10751",7.111,5086,9.9431,/7k0fr2xLCTChjN8MnGNThTP9uEB.jpg
820525,After Everything,"Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment.","10749,18",6.896,921,10.6327,/uQxjZGU6rxSPSMeAJPJQlmfV3ys.jpg
400155,Hotel Transylvania 3: Summer Vacation,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.","16,35,10751,14",6.854,4495,8.4949,/lzE5BwGQea1nek7TPXUuC5AZ6rq.jpg
437342,The First Omen,"When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate.",27,6.9,1075,9.5092,/tnsDyNNkOxYUyjD8CNJoAla6YvY.jpg
1196943,Chhaava,"Shivaji's death sparks the Maratha-Mughal conflict. His son Sambhaji leads resistance against Aurangzeb's forces. Amid battles and intrigue, both sides face challenges in a struggle for power.","36,28,18",6.538,26,9.4149,/ubRsrzb6NRW8YhVTJ6jG1kpNvCi.jpg
1592,Primal Fear,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a third person in the room.","80,18,9648,53",7.657,3495,10.438,/qJf2TzE8nRTFbFMPJNW6c8mI0KU.jpg
866413,You People,"A new couple and their families reckon with modern love amid culture clashes, societal expectations and generational differences.","10749,35",5.632,718,9.018,/x5E4TndwASNkaK2hwgeYfsIVo2x.jpg
628,Interview with the Vampire,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.","27,18,14",7.383,6007,9.187,/2162lAT2MP36MyJd2sttmj5du5T.jpg
1078600,Marked Men: Rule + Shaw,"Shaw Landon has loved Rule Archer from the moment she laid eyes on him. Rule, a fiery-tempered rebel tattoo artist, doesn’t have time for a good girl pre-med student like Shaw — even if she’s the only one who can see the person he truly is. She lives by other people’s rules; he makes his own. But a short skirt, too many birthday cocktails, and spilled secrets lead to a night neither can forget. Now, Shaw and Rule must figure out how a girl like her and a guy like him are supposed to be together without destroying their love…or each other.","10749,18",6.492,60,8.6582,/gZQU8BtCH2IbMZq6QETiU4HXQSR.jpg
246655,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.","28,12,878,14",6.514,13159,9.5041,/ikA8UhYdTGpqbatFa93nIf6noSr.jpg
1000075,The Price of Money: A Largo Winch Adventure,"Largo Winch, devastated by the kidnapping of his son, realizes that if he finds those responsible for his bankruptcy, maybe he'll see his son again.","28,12,53",5.881,235,9.9269,/myS41ZUmFvslkT8LeD2irAKxyrf.jpg
64688,21 Jump Street,"When cops Schmidt and Jenko join the secret Jump Street unit, they use their youthful appearances to go undercover as high school students. They trade in their guns and badges for backpacks, and set out to shut down a dangerous drug ring. But, as time goes on, Schmidt and Jenko discover that high school is nothing like it was just a few years earlier -- and, what's more, they must again confront the teenage terror and anxiety they thought they had left behind.","28,35,80",6.879,10455,8.7192,/8v3Sqv9UcIUC4ebmpKWROqPBINZ.jpg
155128,The Body,"A beautiful woman who lives on an island with her abusive husband, entices a young man into a murder-for-money plot.","18,53",4.4,10,8.2341,/mWzxyWAxkv5q3VRw34UCW70JWk8.jpg
755,From Dusk Till Dawn,"After kidnapping a father and his two kids, the Gecko brothers head south to a seedy Mexican bar to hide out in safety, unaware of its notorious vampire clientele.","27,28,53,80",7.028,6063,8.9529,/uBoQytp3KTQFaVqTe6d0ECGaKh9.jpg
283366,Miss Peregrine's Home for Peculiar Children,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,"14,12,18,10751,53",6.839,10120,8.5346,/CIlbMFOfYDj0MP23hsIYhFGrL6.jpg
180,Minority Report,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.","878,28,53",7.348,8948,10.5771,/qtgFcnwh9dAFLocsDk2ySDVS8UF.jpg
658224,"The Wizard of the Emerald City, Part 1","Ellie lives in a distant city. One day, the evil witch Gingema conjured a hurricane that took Ellie and her dog Totoshka to the country of the Munchkins. To return home, Ellie and her friends the Scarecrow, the Tin Woodman and the Cowardly Lion will set off along the yellow brick road to the Emerald City in search of the Wizard who will grant their cherished wishes.","18,14",7.314,51,8.9945,/ue3mp7z2EdoZuumtZNj2xEE4CN4.jpg
976734,Canary Black,"Top level CIA agent Avery Graves is blackmailed by terrorists into betraying her own country to save her kidnapped husband. Cut off from her team, she turns to her underworld contacts to survive and help locate the coveted intelligence that the kidnappers want.","28,53,80",6.3,412,10.2448,/hhiR6uUbTYYvKoACkdAIQPS5c6f.jpg
5559,Bee Movie,"Barry B. Benson, a recent college graduate who wants more out of his life than making honey, decides to sue the human race after learning about the exploitation of bees at the hands of mankind.","10751,16,12,35",6.025,4958,8.7447,/rYBaXgvTKFS8iZC7Wr8SMomSauQ.jpg
1227128,Raid 2,"Set 7 years after the events of the first film, it follows the return of IRS officer Amay Patnaik (Devgn), who tracks another white-collar crime.","18,80",6.4,5,9.8517,/fzVbLi9PPKMOFtJMnVHKfcRVRTm.jpg
264859,Six Swedish Girls in Alps,This comedy has everyone's favorite 6 Swedish gals enjoying their stay in the alps. When the girls aren't enjoying the pleasure of their own company they're out having a good time with nearly everyone else in town.,"10749,35",6.607,56,6.695,/gIhI5Y7IFNv2yo8tmkX1xabg3yB.jpg
11969,Tombstone,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.","37,28",7.6,2215,9.259,/f6Lb4bpUW2AJW42Hpnix2533RKU.jpg
397243,The Autopsy of Jane Doe,"Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets.","27,9648",6.815,4378,9.2134,/6K0wjP8kPCiPYy9PtXBGuypyt5I.jpg
677179,Creed III,"After dominating the boxing world, Adonis Creed has thrived in his career and family life. When a childhood friend and former boxing prodigy, Damian Anderson, resurfaces after serving a long sentence in prison, he is eager to prove that he deserves his shot in the ring. The face-off between former friends is more than just a fight. To settle the score, Adonis must put his future on the line to battle Damian — a fighter with nothing to lose.","18,28",7.111,2629,10.0815,/cvsXj3I9Q2iyyIo95AecSd1tad7.jpg
512195,Red Notice,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.","28,35,80",6.766,5981,9.0611,/lAXONuqg41NwUMuzMiFvicDET9Y.jpg
936621,Sex Game 6969,"Three married women had always been dissatisfied sexually with their husbands, and Hyoji, who recently divorced due to her husband's erectile dysfunction. They gathered after a long time and had a drink complaining to each other, and they received a business card from an unidentified handsome man, saying, ""Don't you want to play tteok pounding game?"" The four of them head to the meeting place and meet suspicious agents who were waiting for them.","35,18,10749",6.17,44,10.5926,/dgSR6qBiQSqaa9QfSMiODAEOF3O.jpg
9837,The Prince of Egypt,"The strong bond between two brothers is challenged when their chosen responsibilities set them at odds, with extraordinary consequences.","12,16,18,10751",7.3,4048,9.0055,/2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg
911430,F1,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,"28,18",0.0,0,9.502,/6H6p82aWQFEKEuVUiZll6JxV8Ft.jpg
50270,Paprika,"Mimma starts working in Madame Colette’s brothel to help her boyfriend financially. There she is rechristened “Paprika,” and falls in love with her first client, naval officer Franco. Despite this attraction, she begins her climb through the sex trade, residing in Italy’s most illustrious brothels.",18,7.1,527,10.189,/7ArZvonETUbFYuNBa5PWkYJjG1u.jpg
300671,13 Hours: The Secret Soldiers of Benghazi,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,"10752,28,36,18,53",7.27,3661,10.1199,/AskDcQ6Sa6jImyt2KDQbgRuPebH.jpg
11826,Sexy Beast,"Ex-safecracker Gal Dove has served his time behind bars and is blissfully retired to a Spanish villa paradise with a wife he adores. The idyll is shattered by the arrival of his nemesis Don Logan, intent on persuading Gal to return to London for one last big job.","80,53,35,18",7.0,809,6.5457,/9OlmWIEuSec27HiOPuMJASnff6f.jpg
9738,Fantastic Four,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.","28,14,878",5.785,9462,9.2681,/4YMcYEFS8sFuW3soP1HVmgR3cSm.jpg
598,City of God,"In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood, while José “Zé” Pequeno is an ambitious drug dealer diving into a dangerous life of crime.","18,80",8.428,7623,9.1715,/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg
1933,The Others,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.","27,9648,53",7.613,6684,9.9091,/p8g1vlTvpM6nr2hMMiZ1fUlKF0D.jpg
474350,It Chapter Two,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.","27,53",6.837,8918,8.9844,/zfE0R94v1E8cuKAerbskfD3VfUt.jpg
451048,Jungle Cruise,"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.","14,12",7.341,5811,10.014,/yKy9ELL8CON5sqDg4yIvBb5LTZL.jpg
21057,Ocean Waves,"At Kichijōji Station, Tokyo, Taku Morisaki glimpses a familiar woman on the platform opposite boarding a train. Later, her photo falls from a shelf as he exits his apartment before flying to Kōchi Prefecture. Picking it up, he looks at it briefly before leaving. As the aeroplane takes off, he narrates the events that brought her into his life...","16,18,10749",6.4,902,8.9559,/fSR1LLMIJZ6WcQEkM82yKy4F9vQ.jpg
9023,Spirit: Stallion of the Cimarron,A captured mustang remains determined to return to his herd no matter what.,"16,12,10751,18,37,10749",7.692,4666,9.2211,/cUgYrz4twiJ3QgVGpRfey984NIB.jpg
280180,Beverly Hills Cop: Axel F,"Forty years after his unforgettable first case in Beverly Hills, Detroit cop Axel Foley returns to do what he does best: solve crimes and cause chaos.","28,35,80",6.696,1225,8.7388,/zszRKfzjM5jltiq8rk6rasKVpUv.jpg
381288,Split,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.","27,53",7.3,17640,9.931,/lli31lYTFpvxVBeFHWoe5PMfW5s.jpg
9479,The Nightmare Before Christmas,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.","14,16,10751",7.836,9751,9.044,/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg
250546,Annabelle,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,27,5.779,6206,10.4562,/yLsuU2P2SpDYFwtZQ7dtfVAf6TE.jpg
81188,Rise of the Guardians,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.","16,10751,14",7.362,6825,8.9331,/sW4qOa9yF0Ikg7lppncQ0n5UhKX.jpg
614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,"After years of being sheltered from the human world, the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate, but they soon get in over their heads when an army of mutants is unleashed upon them.","16,35,28,878",7.227,1398,8.4738,/kbnhvFPyXKCKLNhg1pkz6rXQ4Le.jpg
65754,The Girl with the Dragon Tattoo,"Disgraced journalist Mikael Blomkvist investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.","53,80,9648",7.375,7147,9.3408,/8bokS83zGdhaXgN9tjidUKmAftW.jpg
339403,Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.","28,80",7.447,16030,9.4495,/rmnQ9jKW72bHu8uKlMjPIb2VLMI.jpg
13183,Watchmen,"In a gritty and alternate 1985, the glory days of costumed vigilantes have been brought to a close by a government crackdown. But after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so they uncover a sinister plot that puts all of humanity in grave danger.","9648,28,878",7.337,9404,9.472,/aVURelN3pM56lFM7Dgfs5TixcIf.jpg
282035,The Mummy,"Though safely entombed in a crypt deep beneath the unforgiving desert, an ancient queen whose destiny was unjustly taken from her is awakened in our current day, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.","14,53,28,12,27",5.516,7312,9.0875,/zxkY8byBnCsXodEYpK8tmwEGXBI.jpg
810693,Jujutsu Kaisen 0,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?","16,28,14",8.13,1487,8.9273,/23oJaeBh0FDk2mQ2P240PU9Xxfh.jpg
44896,Rango,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.","16,35,10751,37,12",6.872,6656,9.2846,/A5MP1guV8pbruieG0tnpPIbaJtt.jpg
594767,Shazam! Fury of the Gods,"Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.","35,28,14",6.48,3292,8.9525,/A3ZbZsmsvNGdprRi2lKgGEeVLEH.jpg
520763,A Quiet Place Part II,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.","878,53,27",7.472,6793,9.3621,/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg
1306845,Jaat,"After a ruffian accidentally ruins his meal, a traveler retorts violently and demands an apology, unintentionally finding himself in a web of violence, crime and corruption spun by a feared criminal.","28,18",7.0,3,9.0251,/guTflsCTgLNqTbpHTi9gJANk1Rf.jpg
254128,San Andreas,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.","28,18,53",6.245,8678,9.1043,/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg
11622,Blast from the Past,"Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years, Adam now ventures forth into Los Angeles to obtain food and supplies for his family, and a non-mutant wife for himself.","18,10749,35",6.8,1121,9.802,/qVN4bbVX2tzaNbAdEJT5eOPq26c.jpg
10184,He's Just Not That Into You,"Have you ever sat by the phone wondering why he said he would call, but didn't, or you can't figure out why she doesn't want to sleep with you anymore, or why your relationship just isn't going to the next level... they're just not that into you. Gigi just wants a man who says he'll call—and does—while Alex advises her to stop waiting by the phone. Beth wants a proposal after years of a committed relationship with her boyfriend, Neil, who sees nothing  wrong with the status quo. Janine's not sure if she can trust her husband, Ben, who can't quite trust himself around Anna. Anna can't decide between the sexy married guy, or her straightforward, no-sparks standby, Conor, who can't get over the fact that he can't have her. And Mary, who's found an entire network of loving, supportive men, just needs to find one who's straight.","35,10749,18",6.606,3815,9.3814,/jip2ap24Y6JxEgzVRyNqyYssnyR.jpg
2105,American Pie,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score"" by their senior prom.","35,10749",6.587,7818,9.933,/5P68by2Thn8wHAziyWGEw2O7hco.jpg
930564,Saltburn,"Struggling to find his place at Oxford University, student Oliver Quick finds himself drawn into the world of the charming and aristocratic Felix Catton, who invites him to Saltburn, his eccentric family's sprawling estate, for a summer never to be forgotten.","18,35,53",6.984,2510,11.0336,/zGTfMwG112BC66mpaveVxoWPOaB.jpg
324849,The Lego Batman Movie,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.","16,28,35,10751",7.224,5107,8.569,/snGwr2gag4Fcgx2OGmH9otl6ofW.jpg
631843,Old,A group of families on a tropical holiday discover that the secluded beach where they are staying is somehow causing them to age rapidly – reducing their entire lives into a single day.,"53,9648,27",6.331,4582,11.2946,/vclShucpUmPhdAOmKgf3B3Z4POD.jpg
427641,Rampage,"Primatologist Davis Okoye shares an unshakable bond with George, the extraordinarily intelligent, silverback gorilla who has been in his care since birth.  But a rogue genetic experiment gone awry mutates this gentle ape into a raging creature of enormous size.  To make matters worse, it’s soon discovered there are other similarly altered animals.  As these newly created alpha predators tear across North America, destroying everything in their path, Okoye teams with a discredited genetic engineer to secure an antidote, fighting his way through an ever-changing battlefield, not only to halt a global catastrophe but to save the fearsome creature that was once his friend.","28,12,878",6.457,7176,9.1136,/MGADip4thVSErP34FAAfzFBTZ5.jpg
8467,Dumb and Dumber,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",35,6.635,6276,8.1012,/4LdpBXiCyGKkR8FGHgjKlphrfUc.jpg
1380405,The Chosen: Last Supper,"Jesus rides into the holy city as king, but finds His Father’s house has been turned from a place of prayer into a corrupt market. As the Jewish High Priest schemes against the would-be Messiah, Jesus strikes first—turning the tables on religious corruption.","18,36,12",7.3,6,8.5274,/aRO7Oy3o6MAZbIiSFw4eYLY5qMp.jpg
26973,Pretty Baby,"Hattie, a New Orleans prostitute, meets a photographer named Bellocq at her brothel one night and, after he photographs her, he befriends her 12-year-old daughter, Violet. When Violet is brought on as a working girl by her mother's madam and Hattie skips town to get married, Violet quickly loses her innocence and focuses on reuniting with Bellocq. But a life with Bellocq is compromised for Violet after her mother returns to town.",18,6.999,375,9.4002,/smBDqEIwEZbtOYdAEVpY0QYJyRG.jpg
795514,The Fallout,"In the wake of a school tragedy, Vada, Mia and Quinton form a unique and dynamic bond as they navigate the never linear, often confusing journey to heal in a world that feels forever changed.",18,7.577,1190,8.8896,/4ByHl9XRKR2iXbvF0ZilMRD1RcL.jpg
9340,The Goonies,"Young teenager Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data, Chunk, and Mouth set off on a quest to find the secret stash of Pirate One-Eyed Willie.","12,35,10751",7.513,5838,9.1301,/eBU7gCjTCj9n2LTxvCSIXXOvHkD.jpg
901908,The Key Game,"Laura has been with Antonio all her life and, just when she begins to wonder if that is really the life she wants, Sergio and Siena cross paths in their lives. Sergio is a former high school classmate and Siena, his millennial girlfriend who arrives to revolutionize everyone's lives. Laura, Raquel and Cris, close friends for years, convince their respective husbands to play a game that Siena proposes to them: the game of keys. The game consists of everyone putting their keys in a bowl. At random, each one chooses some keys and he must go to spend the night with the owner of the keys. This game will revolutionize the group of friends and their lives. It will make them discover who they are and what they really want.",35,6.0,71,7.7663,/3gT6LThQL32bToudOdqZ0U8QgL8.jpg
1032823,Trap,"A father and teen daughter attend a pop concert, where they realize they're at the center of a dark and sinister event.","53,9648,27",6.3,2158,9.5386,/jwoaKYVqPgYemFpaANL941EF94R.jpg
964980,Air,Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,"18,36",7.327,2057,8.5316,/76AKQPdH3M8cvsFR9K8JsOzVlY5.jpg
378064,A Silent Voice: The Movie,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?","16,18,10749",8.385,4109,9.6955,/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg
12092,Alice in Wonderland,"On a golden afternoon, wildly curious young Alice tumbles into the burrow and enters the merry, madcap world of Wonderland full of whimsical escapades.","16,10751,14,12",7.194,5953,9.3907,/20cvfwfaFqNbe9Fc3VEHJuPRxmn.jpg
9880,The Princess Diaries,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.","35,10751,10749",6.967,5028,8.9142,/wA4lgl8gmoICSShviCkEB61nIBB.jpg
1286663,Control Freak,"A motivational speaker, plagued by an uncontrollable itch on her head, becomes infected with a parasitic demon from her homeland.",27,5.435,54,8.8661,/qcOksMzsmPPA41c3DkCD47sElDU.jpg
950,Ice Age: The Meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.","16,10751,35,12",6.708,9901,8.7425,/zDduhCHasKQ9YOTvlOreHem7Wbi.jpg
1190586,Leggings Mania,"Jeong-hee was living with a man due to a de facto marriage. One day, her daughter, Dam-hoi, returned from her study abroad. Dam-hoi always wears leggings. The soon-to-be stepdad, Byeong-min, who is usually a fan of leggings, pays attention to her daughter's clothes. Jeong-hee noticed it, so she also started wearing leggings to distract her young prospective husband.","18,10749",7.35,10,10.0824,/wjxDVxLXM3fOSl3wm2WujNVNzs6.jpg
153,Lost in Translation,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.","18,10749,35",7.385,7533,9.3771,/4k4Yz08WGfbu8ITIjaG99XTeco8.jpg
316029,The Greatest Showman,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",18,7.877,9611,9.2106,/b9CeobiihCx1uG1tpw8hXmpi7nm.jpg
620,Ghostbusters,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.","35,14",7.493,9178,8.3664,/7E8nLijS9AwwUEPu2oFYOVKhdFA.jpg
5879,In the Realm of the Senses,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.","18,10749",6.6,646,8.7503,/AiFQbgjgSXWPfbi9iIYT39iXWMW.jpg
1417,Pan's Labyrinth,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.","14,18,10752",7.753,10759,9.8019,/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg
792,Platoon,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.","18,10752,28",7.744,4691,8.724,/m3mmFkPQKvPZq5exmh0bDuXlD9T.jpg
458305,Vivarium,"A young woman and her fiancé are in search of the perfect starter home. After following a mysterious real estate agent to a new housing development, the couple finds themselves trapped in a maze of identical houses and forced to raise an otherworldly child.","878,53,9648,27",6.049,2218,9.7602,/myf3qzpeN0JbuFRPwSpJcz7rmAT.jpg
4248,Scary Movie 2,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",35,5.801,4766,8.207,/7Eb1JWK0Cb0rbfsYjwfc9g0PbQH.jpg
176,Saw,"Two men wake up to find themselves shackled in a grimy, abandoned bathroom. As they struggle to comprehend their predicament, they discover a disturbing tape left behind by the sadistic mastermind known as Jigsaw. With a chilling voice and cryptic instructions, Jigsaw informs them that they must partake in a gruesome game in order to secure their freedom.","27,9648,80",7.419,9460,9.3815,/4da0TS3iQ1IzuyhDS8elgkmOfrN.jpg
752,V for Vendetta,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.","28,53,878",7.898,14784,8.6742,/1avD1JeaRiJX5M4ahPdZPypGoGN.jpg
